ea_id,source,source_sha256,clock_construct,window_inputs,clock_code_evidence,card_clock_evidence,alternate_spec_evidence,classification,reason,seasonal_shift_hours,pending_stop_class,outside_range_behavior,pending_code_evidence,pass_depth,pass_work_item,pass_evidence,q14_lineage,reference_q02_trades,reference_trade_evidence,trades_affected
QM5_13302,framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5,8d93eb5dff3a88fa4afe94dbe060810bb3563d7d46d952a27f0e58d379bac329,raw broker/bar timestamp hour,input int    strategy_session_start_hour    = 2; | input int    strategy_session_end_hour      = 20;,"framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:100: TimeToStruct(TimeCurrent(), now_parts); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:107: in_session = (now_parts.hour >= strategy_session_start_hour && | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:108: now_parts.hour < strategy_session_end_hour); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:110: in_session = (now_parts.hour >= strategy_session_start_hour || | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:111: now_parts.hour < strategy_session_end_hour); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:175: TimeToStruct(TimeCurrent(), now_parts); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:181: in_session = (now_parts.hour >= strategy_session_start_hour && | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:182: now_parts.hour < strategy_session_end_hour); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:184: in_session = (now_parts.hour >= strategy_session_start_hour || | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:185: now_parts.hour < strategy_session_end_hour); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:294: const datetime now = TimeCurrent(); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:318: TimeToStruct(TimeCurrent(), now_parts); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:325: in_session = (now_parts.hour >= strategy_session_start_hour && | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:326: now_parts.hour < strategy_session_end_hour); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:328: in_session = (now_parts.hour >= strategy_session_start_hour || | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:329: now_parts.hour < strategy_session_end_hour); | framework/EAs/QM5_13302_profactus-bb-limitmr/QM5_13302_profactus-bb-limitmr.mq5:385: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,"framework/EAs/QM5_13302_profactus-bb-limitmr/SPEC.md:13: On each newly closed M15 bar, the EA places a passive sell limit when the close is above the M15 upper Bollinger Band, RSI is above 70, and the last closed H1 high is above its upper band; the long rule is the exact inverse below the lower bands with RSI below 30. The limit sits two pips beyond the signal close and expires after one M15 bar if unfilled. A filled trade has a static take-profit at the signal-time M15 middle band, a hard three-ATR stop, and is flattened when the broker-time trading session ends. | framework/EAs/QM5_13302_profactus-bb-limitmr/SPEC.md:29: | `strategy_session_start_hour` | 2 | fixed | Inclusive broker-time session start hour. | | framework/EAs/QM5_13302_profactus-bb-limitmr/SPEC.md:30: | `strategy_session_end_hour` | 20 | fixed | Exclusive broker-time session end hour. | | framework/EAs/QM5_13302_profactus-bb-limitmr/SPEC.md:65: | Typical hold time | Intraday, ending at the static middle-band target, ATR stop, or 20:00 broker-time session close. |",UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q03,8c4b87d8-f16e-4607-ba2c-df5135e5b443,D:\QM\reports\work_items\8c4b87d8-f16e-4607-ba2c-df5135e5b443\QM5_13302\20260824_201601\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1354,framework/EAs/QM5_1354_woodie-cci-dual-h1/QM5_1354_woodie-cci-dual-h1.mq5,879b2592722268be58d562dbac4b716bf9bb1d975869dbdb0752d56922214e80,raw broker/bar timestamp hour,input int    strategy_time_stop_bars      = 48;,"framework/EAs/QM5_1354_woodie-cci-dual-h1/QM5_1354_woodie-cci-dual-h1.mq5:117: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_1354_woodie-cci-dual-h1/QM5_1354_woodie-cci-dual-h1.mq5:118: if(dt.hour < 6 || dt.hour >= 22) | framework/EAs/QM5_1354_woodie-cci-dual-h1/QM5_1354_woodie-cci-dual-h1.mq5:283: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q09,eb00acbc-127a-456f-bc82-361b84430042,D:\QM\reports\work_items\eb00acbc-127a-456f-bc82-361b84430042\QM5_1354\Q09\XAUUSD_DWX\aggregate.json,False,26,D:\QM\reports\work_items\de1823d6-7b06-47b2-a0c6-e0df54aa2cf4\QM5_1354\20260821_173523\summary.json,UNKNOWN; counterfactual requires governed measurement
QM5_1355,framework/EAs/QM5_1355_williams-vix-fix-fx-h4/QM5_1355_williams-vix-fix-fx-h4.mq5,b2afc41e7bcee9abff91bc32e1073c466bfb13e9c21561c212727a6c29ae3b15,raw broker/bar timestamp hour,input int    strategy_time_stop_bars      = 24;,framework/EAs/QM5_1355_williams-vix-fix-fx-h4/QM5_1355_williams-vix-fix-fx-h4.mq5:315: const datetime broker_now = TimeCurrent();,MISSING docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q07,08a27336-db6c-498a-a160-214ecb9f10ca,D:\QM\reports\work_items\08a27336-db6c-498a-a160-214ecb9f10ca\QM5_1355\Q07\NDX_DWX\aggregate.json,False,48,D:\QM\reports\work_items\04d96022-94c6-4201-911c-b3aa58755101\QM5_1355\20260821_235841\summary.json,UNKNOWN; counterfactual requires governed measurement
QM5_1371,framework/EAs/QM5_1371_bernstein-stochastic-pop-h1/QM5_1371_bernstein-stochastic-pop-h1.mq5,0308b0b98579798896b638247a1a817f4d5687b15966e3c43c9a3c6b7b08502c,raw broker/bar timestamp hour,input int    strategy_asian_end_hour    = 6;,"framework/EAs/QM5_1371_bernstein-stochastic-pop-h1/QM5_1371_bernstein-stochastic-pop-h1.mq5:80: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_1371_bernstein-stochastic-pop-h1/QM5_1371_bernstein-stochastic-pop-h1.mq5:81: if(strategy_skip_asian && dt.hour >= 0 && dt.hour < strategy_asian_end_hour) | framework/EAs/QM5_1371_bernstein-stochastic-pop-h1/QM5_1371_bernstein-stochastic-pop-h1.mq5:210: if(strategy_max_hold_bars > 0 && open_time > 0 && TimeCurrent() - open_time >= strategy_max_hold_bars * PeriodSeconds(_Period)) | framework/EAs/QM5_1371_bernstein-stochastic-pop-h1/QM5_1371_bernstein-stochastic-pop-h1.mq5:272: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q03,2a7bf04e-4b68-4799-bc0b-6186f8eab448,D:\QM\reports\work_items\2a7bf04e-4b68-4799-bc0b-6186f8eab448\QM5_1371\20260720_142958\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1385,framework/EAs/QM5_1385_demark-td-range-expansion-h4/QM5_1385_demark-td-range-expansion-h4.mq5,3b01dce76ead53f1881e10e701a8d81f3363f4873523d34c3730dee7d47f613c,raw broker/bar timestamp hour,input int    strategy_time_stop_bars     = 18; | input int    strategy_session_start_hr   = 6; | input int    strategy_session_end_hr     = 22;,"framework/EAs/QM5_1385_demark-td-range-expansion-h4/QM5_1385_demark-td-range-expansion-h4.mq5:173: const datetime now = TimeCurrent(); | framework/EAs/QM5_1385_demark-td-range-expansion-h4/QM5_1385_demark-td-range-expansion-h4.mq5:219: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_1385_demark-td-range-expansion-h4/QM5_1385_demark-td-range-expansion-h4.mq5:220: if(dt.hour >= strategy_session_end_hr || dt.hour < strategy_session_start_hr) | framework/EAs/QM5_1385_demark-td-range-expansion-h4/QM5_1385_demark-td-range-expansion-h4.mq5:252: TimeToStruct(TimeCurrent(), dt); | framework/EAs/QM5_1385_demark-td-range-expansion-h4/QM5_1385_demark-td-range-expansion-h4.mq5:253: if(dt.hour >= strategy_session_end_hr || dt.hour < strategy_session_start_hr) | framework/EAs/QM5_1385_demark-td-range-expansion-h4/QM5_1385_demark-td-range-expansion-h4.mq5:426: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q02,8eab09b4-b603-459a-8d0c-ba4aaf3a120c,D:\QM\reports\work_items\8eab09b4-b603-459a-8d0c-ba4aaf3a120c\QM5_1385\20260803_220548\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1386,framework/EAs/QM5_1386_forex-pulse-detector-multi-tf-momo-h1/QM5_1386_forex-pulse-detector-multi-tf-momo-h1.mq5,89782a32e64f3d5d1c7ec0056620143977e5186d0de1082106d572e5eb4745c8,raw broker/bar timestamp hour,input int         strategy_time_stop_bars       = 36; | input int         strategy_session_start_hour   = 6; | input int         strategy_session_end_hour     = 20; | input int         strategy_friday_cutoff_hour   = 18;,"framework/EAs/QM5_1386_forex-pulse-detector-multi-tf-momo-h1/QM5_1386_forex-pulse-detector-multi-tf-momo-h1.mq5:98: const datetime broker_now = TimeCurrent(); | framework/EAs/QM5_1386_forex-pulse-detector-multi-tf-momo-h1/QM5_1386_forex-pulse-detector-multi-tf-momo-h1.mq5:100: TimeToStruct(broker_now, dt); | framework/EAs/QM5_1386_forex-pulse-detector-multi-tf-momo-h1/QM5_1386_forex-pulse-detector-multi-tf-momo-h1.mq5:101: if(dt.hour < strategy_session_start_hour || dt.hour >= strategy_session_end_hour) | framework/EAs/QM5_1386_forex-pulse-detector-multi-tf-momo-h1/QM5_1386_forex-pulse-detector-multi-tf-momo-h1.mq5:103: if(dt.day_of_week == 5 && dt.hour >= strategy_friday_cutoff_hour) | framework/EAs/QM5_1386_forex-pulse-detector-multi-tf-momo-h1/QM5_1386_forex-pulse-detector-multi-tf-momo-h1.mq5:377: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q03,ef1b613e-58bb-447d-bf2f-ae213900e65f,D:\QM\reports\work_items\ef1b613e-58bb-447d-bf2f-ae213900e65f\QM5_1386\20260720_132419\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1443,framework/EAs/QM5_1443_demark-td-lines-h4/QM5_1443_demark-td-lines-h4.mq5,b4d7a68e984b3a40de3ef28037649a5933abfdcb474ba39854899489f05ee442,raw broker/bar timestamp hour,input int    strategy_time_stop_bars     = 25;,framework/EAs/QM5_1443_demark-td-lines-h4/QM5_1443_demark-td-lines-h4.mq5:454: const datetime broker_now = TimeCurrent();,MISSING docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q03,999ae958-c06e-493f-a365-1515e961bef4,D:\QM\reports\work_items\999ae958-c06e-493f-a365-1515e961bef4\QM5_1443\20260720_145720\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1505,framework/EAs/QM5_1505_connors-cumulative-rsi-h4/QM5_1505_connors-cumulative-rsi-h4.mq5,a6b2b68de006db9f9f1fa79ee923b4d4d29a9458e2778971f8b1f87b25c6e7e0,raw broker/bar timestamp hour,input int    strategy_time_stop_bars        = 20;,framework/EAs/QM5_1505_connors-cumulative-rsi-h4/QM5_1505_connors-cumulative-rsi-h4.mq5:342: const datetime broker_now = TimeCurrent();,No unambiguous strategy clock line located in docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q03,ccc206f5-21fd-4291-9d48-d11765051749,D:\QM\reports\work_items\ccc206f5-21fd-4291-9d48-d11765051749\QM5_1505\20260626_163128\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1518,framework/EAs/QM5_1518_hopwood-wilders-stoch-donchian-h4/QM5_1518_hopwood-wilders-stoch-donchian-h4.mq5,788d394cc433270aa852aaa9f874b1c471d5410cabcc782e3a32bca13e55c5bd,raw broker/bar timestamp hour,input int    strategy_time_stop_bars    = 30;,framework/EAs/QM5_1518_hopwood-wilders-stoch-donchian-h4/QM5_1518_hopwood-wilders-stoch-donchian-h4.mq5:476: const datetime broker_now = TimeCurrent();,MISSING docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q03,a1cb84fc-3df8-4580-be5b-20da046f118a,D:\QM\reports\work_items\a1cb84fc-3df8-4580-be5b-20da046f118a\QM5_1518\20260801_070729\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1530,framework/EAs/QM5_1530_connors-double-sevens-h4/QM5_1530_connors-double-sevens-h4.mq5,5acd6744c75df0417a6234a7013906ca7d737f044a5438833bd253574de95730,raw broker/bar timestamp hour,input int    strategy_time_stop_bars        = 14;,framework/EAs/QM5_1530_connors-double-sevens-h4/QM5_1530_connors-double-sevens-h4.mq5:331: const datetime broker_now = TimeCurrent();,No unambiguous strategy clock line located in docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q03,6175a89d-5300-4a64-9e73-be15fd6af4bf,D:\QM\reports\work_items\6175a89d-5300-4a64-9e73-be15fd6af4bf\QM5_1530\20260721_155648\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1551,framework/EAs/QM5_1551_demark-td-range-projection-h4/QM5_1551_demark-td-range-projection-h4.mq5,5ce8bbbcb8c55828366b533f445d34cf502f0c43b2d66c8f5663900fb44da614,raw broker/bar timestamp hour,input int    strategy_time_stop_bars    = 18;,framework/EAs/QM5_1551_demark-td-range-projection-h4/QM5_1551_demark-td-range-projection-h4.mq5:194: return (int)((TimeCurrent() - t) / seconds); | framework/EAs/QM5_1551_demark-td-range-projection-h4/QM5_1551_demark-td-range-projection-h4.mq5:397: const datetime broker_now = TimeCurrent();,MISSING docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q09,2c18ee42-a30c-4539-9f78-aaec4e7e0f97,D:\QM\reports\work_items\2c18ee42-a30c-4539-9f78-aaec4e7e0f97\QM5_1551\Q09\USDJPY_DWX\aggregate.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1567,framework/EAs/QM5_1567_demark-td-reverse-sequential-h4/QM5_1567_demark-td-reverse-sequential-h4.mq5,a9531d333dbbe067270811e696e235483d12d2604e86c974feea411066649f8c,raw broker/bar timestamp hour,input int    strategy_countdown_timeout  = 24; | input int    strategy_time_stop_h4_bars  = 12;,framework/EAs/QM5_1567_demark-td-reverse-sequential-h4/QM5_1567_demark-td-reverse-sequential-h4.mq5:289: const datetime now = TimeCurrent(); | framework/EAs/QM5_1567_demark-td-reverse-sequential-h4/QM5_1567_demark-td-reverse-sequential-h4.mq5:354: const datetime broker_now = TimeCurrent();,MISSING docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q10,34ade445-3b26-4766-b2cb-d5774d819bed,D:\QM\reports\pipeline\QM5_1567\Q10\EURUSD_DWX\aggregate.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1574,framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5,de968f764dca4ad6b01db85e69adc3cf8079bbeaee0b9d739b77a0e6b984fd1e,raw broker/bar timestamp hour,input int    strategy_session_open_hhmm  = 1630;  // first M30 bar open time (16:30 broker) | input int    strategy_entry_hhmm         = 2230;  // last-half-hour entry bar (22:30 broker) | input int    strategy_session_close_hhmm = 2300;  // hard exit time (23:00 broker),"framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:59: TimeToStruct(t, dt); | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:60: return dt.hour * 100 + dt.min; | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:66: TimeToStruct(t, dt); | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:93: TimeToStruct(TimeCurrent(), ref_dt); | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:94: ref_dt.hour = strategy_session_open_hhmm / 100; | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:124: const int hhmm = Hhmm(TimeCurrent()); | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:146: const datetime now       = TimeCurrent(); | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:202: if(Hhmm(TimeCurrent()) < strategy_session_close_hhmm) | framework/EAs/QM5_1574_aa-intraday-fh-lh/QM5_1574_aa-intraday-fh-lh.mq5:251: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,framework/EAs/QM5_1574_aa-intraday-fh-lh/SPEC.md:21: | `strategy_session_open_hhmm` | 1630 | 0–2359 | HHMM of first M30 bar open in broker time (NY-close convention) | | framework/EAs/QM5_1574_aa-intraday-fh-lh/SPEC.md:22: | `strategy_entry_hhmm` | 2230 | 0–2359 | HHMM of last-half-hour entry bar in broker time | | framework/EAs/QM5_1574_aa-intraday-fh-lh/SPEC.md:23: | `strategy_session_close_hhmm` | 2300 | 0–2359 | Hard exit time in broker time |,UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q03,a9991a3e-e6b7-4b76-8f54-c420eefb24c7,D:\QM\reports\work_items\a9991a3e-e6b7-4b76-8f54-c420eefb24c7\QM5_1574\20260614_034825\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_1626,framework/EAs/QM5_1626_hopwood-bermaui-stoch-h4/QM5_1626_hopwood-bermaui-stoch-h4.mq5,e8723ba2cd83735833bc31240756a507212bebec82225be2e614e78e24858858,raw broker/bar timestamp hour,input int    strategy_time_stop_bars     = 30;    // close after N completed H4 bars,framework/EAs/QM5_1626_hopwood-bermaui-stoch-h4/QM5_1626_hopwood-bermaui-stoch-h4.mq5:475: const datetime broker_now = TimeCurrent();,MISSING docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q03,e7688e6a-83bf-43dd-9f0a-f8c7c022a1e8,D:\QM\reports\work_items\e7688e6a-83bf-43dd-9f0a-f8c7c022a1e8\QM5_1626\20260816_042211\summary.json,False,0,D:\QM\reports\work_items\04e0f1df-a76b-4b70-878b-ea2ee59ecae6\QM5_1626\20260811_222202\summary.json,UNKNOWN; counterfactual requires governed measurement
QM5_1673,framework/EAs/QM5_1673_sperandeo-tvii-trendline-failure-h4/QM5_1673_sperandeo-tvii-trendline-failure-h4.mq5,823a66fcfee950ef9a511af9f73e63e1498e440a532fd43077718a2f880e8f2b,raw broker/bar timestamp hour,input int    strategy_time_stop_bars       = 30;,framework/EAs/QM5_1673_sperandeo-tvii-trendline-failure-h4/QM5_1673_sperandeo-tvii-trendline-failure-h4.mq5:342: const datetime now = TimeCurrent(); | framework/EAs/QM5_1673_sperandeo-tvii-trendline-failure-h4/QM5_1673_sperandeo-tvii-trendline-failure-h4.mq5:578: TimeCurrent() - opened_at >= strategy_time_stop_bars * h4_seconds) | framework/EAs/QM5_1673_sperandeo-tvii-trendline-failure-h4/QM5_1673_sperandeo-tvii-trendline-failure-h4.mq5:667: const datetime broker_now = TimeCurrent();,No unambiguous strategy clock line located in docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q04,d78857f6-73e9-4432-b098-60773c9b116d,D:\QM\reports\pipeline\QM5_1673\Q04\UK100.DWX__d78857f6-73e9-4432-b098-60773c9b116d\aggregate.json,False,133,D:\QM\reports\work_items\12014f64-a325-4c1a-b405-119126edfb9b\QM5_1673\20260817_212636\summary.json,UNKNOWN; counterfactual requires governed measurement
QM5_1910,framework/EAs/QM5_1910_chande-stochastic-rsi-pop-h4/QM5_1910_chande-stochastic-rsi-pop-h4.mq5,34624896978b23fb849e7789f4e16534098720dbc52f519e3cbcfe33d05167ce,raw broker/bar timestamp hour,input int    strategy_time_stop_h4_bars       = 24;,framework/EAs/QM5_1910_chande-stochastic-rsi-pop-h4/QM5_1910_chande-stochastic-rsi-pop-h4.mq5:341: TimeCurrent() - open_time >= strategy_time_stop_h4_bars * h4_seconds) | framework/EAs/QM5_1910_chande-stochastic-rsi-pop-h4/QM5_1910_chande-stochastic-rsi-pop-h4.mq5:415: const datetime broker_now = TimeCurrent();,MISSING docs/strategy_card.md,,N-A,Duration input only; no clock window comparison found,N-A,False,N-A,,Q06,f4ef3c4a-1d16-433a-8f19-212131a79115,D:\QM\reports\work_items\f4ef3c4a-1d16-433a-8f19-212131a79115\QM5_1910\Q06\USDCHF_DWX\aggregate.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_20002,framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5,3fd49f2cea7575e659f1b1cf9c24c752a4a8e11db5e0c17cae69629a6f207f83,UTC conversion; fixed offset,,"framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:161: // the same US-DST transition calendar, so QM_BrokerToUTC + the US-DST offset give | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:166: const datetime utc = QM_BrokerToUTC(broker_time); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:170: TimeToStruct(ny_shifted, ny_out); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:179: int h = ((ny.hour + tz_offset) % 24 + 24) % 24; | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:431: const bool in_window = (ny.hour >= 20 && ny.hour < 24); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:461: monday.hour = 0; | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:467: TimeToStruct(monday_wall, monday_out); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:479: ICT_BrokerTimeToNY(TimeCurrent(), ny_now); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:514: ICT_BrokerTimeToNY(TimeCurrent(), ny_now); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:1394: in_this_kz = (deal_ny.hour >= ICT_KZ_LONDON_START && deal_ny.hour < ICT_KZ_LONDON_END); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:1396: in_this_kz = (deal_ny.hour >= ICT_KZ_NEWYORK_START && deal_ny.hour < ICT_KZ_NEWYORK_END); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:1661: const datetime broker_now = TimeCurrent(); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:1788: ICT_BrokerTimeToNY(TimeCurrent(), ny); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:1791: if(ny.hour == 0 && day_key != s_last_flat_ny_day_key) | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:1853: const datetime broker_now = TimeCurrent(); | framework/EAs/QM5_20002_ict-icytea-core/QM5_20002_ict-icytea-core.mq5:1906: ICT_EnforceEntryWindow(TimeCurrent());",No unambiguous strategy clock line located in docs/strategy_card.md,,UNSTATED-IN-CARD,No strategy clock declaration located,UNKNOWN offset; inspect helper; fixed +3 implies -1 winter / 0 summer vs broker (conditional),False,N-A,,Q02,052d7f13-00d9-4dce-a246-4ad4c06e939e,D:\QM\reports\work_items\052d7f13-00d9-4dce-a246-4ad4c06e939e\QM5_20002\20260716_121126\summary.json,False,,,UNKNOWN; counterfactual requires governed measurement
QM5_20007,framework/EAs/QM5_20007_intraday-config-engine/QM5_20007_intraday-config-engine.mq5,a565e547ab0c236d3c34e6fcc484265da54e27c9485ca18652cf9109619a021b,raw broker/bar timestamp hour,input int    session_start_hour          = 10;   // Default: DAX open 10:00 broker (EU/US clocks track) | input int    session_end_hour            = 17;   // Stop new entries at this broker hour | input int    eod_flat_hour               = 17;   // Force-flat all positions at this broker hour | input int    orb_minutes                 = 30;   // Opening-range window in minutes,"framework/EAs/QM5_20007_intraday-config-engine/QM5_20007_intraday-config-engine.mq5:102: TimeToStruct(t, mdt); | framework/EAs/QM5_20007_intraday-config-engine/QM5_20007_intraday-config-engine.mq5:103: return mdt.hour; | framework/EAs/QM5_20007_intraday-config-engine/QM5_20007_intraday-config-engine.mq5:114: const datetime broker_now = TimeCurrent(); | framework/EAs/QM5_20007_intraday-config-engine/QM5_20007_intraday-config-engine.mq5:432: return (BrokerHour(TimeCurrent()) >= eod_flat_hour); | framework/EAs/QM5_20007_intraday-config-engine/QM5_20007_intraday-config-engine.mq5:490: const datetime broker_now = TimeCurrent();",MISSING docs/strategy_card.md,"framework/EAs/QM5_20007_intraday-config-engine/SPEC.md:22: | `session_start_hour` | 10 | 0-23 | Broker hour at which the session opens (entries allowed) | | framework/EAs/QM5_20007_intraday-config-engine/SPEC.md:23: | `session_end_hour` | 17 | 0-23 | Broker hour at which new entries stop | | framework/EAs/QM5_20007_intraday-config-engine/SPEC.md:24: | `eod_flat_hour` | 17 | 0-23 | Broker hour at which all positions are force-closed | | framework/EAs/QM5_20007_intraday-config-engine/SPEC.md:62: | Bar gating | `QM_IsNewBar(_Symbol, PERIOD_CURRENT)` latched once; AdvanceState_OnNewBar called on true |",UNSTATED-IN-CARD,No strategy clock declaration located,"-2 winter / -3 summer vs same-number UTC window (conditional, source unconfirmed)",False,N-A,,Q02,80c64b67-7eaa-461e-ba1c-80892f7cf73d,D:\QM\reports\work_items\80c64b67-7eaa-461e-ba1c-80892f7cf73d\QM5_20007\20260812_202407\summary.json,False,2746,D:\QM\reports\work_items\80c64b67-7eaa-461e-ba1c-80892f7cf73d\QM5_20007\20260812_202407\summary.json,UNKNOWN; counterfactual requires governed measurement
