"task_id","source_state","result_state","priority","task_type","ea_id","category","blocker_real","action_taken","title","evidence","recommendation","supporting_artifact"
"9df810a8-9783-4f10-9378-83989f69ac36","BLOCKED","BLOCKED","51","review_ea","QM5_20179","OWNER_noetig","yes","state retained","QM5_20179 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: fresh strict build contradicts artifact; invalid-stop cases; incomplete/out-of-charter card"". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","OWNER / Strategy Governance: repair or reject the incomplete, out-of-charter card before any rebuild.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/9df810a8-9783-4f10-9378-83989f69ac36.json"
"a5adf1e2-341a-47c1-a735-e6ac41003ff5","BLOCKED","BLOCKED","51","review_ea","QM5_11897","echt_gated","yes","state retained","QM5_11897 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: 20 framework violations, invalid fractal shifts, stale position context"". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\a5adf1e2-341a-47c1-a735-e6ac41003ff5.json"
"b004519e-60ec-4d92-a20a-1925b7b82361","FAILED","FAILED","51","review_ea","QM5_38007","tot","no","kept FAILED-final","QM5_38007 review_ea","Live registry status is retired and the card carries a terminal G0 rejection. QM5_38007 conflicts with the one-position/no-grid charter; QM5_41010 leaves the core d-POC construction undefined. No rebuild or pipeline enqueue is authorized. (active_magic_rows=3; ex5_files=0; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:/QM/repo/docs/ops/evidence/b004519e_qm5_38007_codex_review_2026-08-18.md"
"b36ca851-5323-405b-9a22-f9c5a7c596ae","BLOCKED","BLOCKED","51","review_ea","QM5_11689","echt_gated","yes","state retained","QM5_11689 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: raw series calls and noncanonical GER40.DWX registration"". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\b36ca851-5323-405b-9a22-f9c5a7c596ae.json"
"b8886e40-547b-4d41-989a-aad8324f5a69","BLOCKED","BLOCKED","51","review_ea","QM5_35006","OWNER_noetig","yes","state retained","QM5_35006 review_ea","The current approved card still contains the mechanical contradiction or undefined core rule identified by review. Existing pending/running work is not interrupted, and pre-block PASS/FAIL rows do not repair card authority. (active_magic_rows=2; ex5_files=1; setfiles=2; spec_files=1; work_items_open=1; work_items_total=6)","Issue a corrected, closed-form card or a terminal rejection; if corrected, require Development to rebuild and Codex to re-review before any downstream evidence can be relied upon. Do not promote the current build, and do not interrupt active backtests.","C:/QM/repo/docs/ops/evidence/b8886e40_qm5_35006_gemini_build_codex_review_2026-08-18.md"
"ba6be389-4570-4ae6-b636-40e62ae7ad2f","FAILED","FAILED","51","review_ea","QM5_41010","tot","no","kept FAILED-final","QM5_41010 review_ea","Live registry status is retired and the card carries a terminal G0 rejection. QM5_38007 conflicts with the one-position/no-grid charter; QM5_41010 leaves the core d-POC construction undefined. No rebuild or pipeline enqueue is authorized. (active_magic_rows=2; ex5_files=1; setfiles=2; spec_files=1; work_items_open=0; work_items_total=0)","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:/QM/repo/docs/ops/evidence/ba6be389_qm5_41010_gemini_build_codex_review_2026-08-18.md"
"bc910727-5ee3-47a3-ae81-420aa819f589","BLOCKED","BLOCKED","51","review_ea","QM5_35002","OWNER_noetig","yes","state retained","QM5_35002 review_ea","The current approved card still contains the mechanical contradiction or undefined core rule identified by review. Existing pending/running work is not interrupted, and pre-block PASS/FAIL rows do not repair card authority. (active_magic_rows=3; ex5_files=1; setfiles=3; spec_files=1; work_items_open=3; work_items_total=3)","Issue a corrected, closed-form card or a terminal rejection; if corrected, require Development to rebuild and Codex to re-review before any downstream evidence can be relied upon. Do not promote the current build, and do not interrupt active backtests.","C:\QM\repo\docs\ops\evidence\bc910727_qm5_35002_gemini_build_codex_review_2026-08-17.md"
"ce9ed220-8180-4178-b12e-9a3b00fe42d3","BLOCKED","BLOCKED","51","review_ea","QM5_20090","echt_gated","yes","state retained","QM5_20090 review_ea","Live files still reproduce the review blocker: registry is pending or required SPEC/set/build evidence is absent, and no post-block gate row exists. (active_magic_rows=1; ex5_files=1; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Repair the exact review findings, complete governed registry activation where pending, add SPEC and fixed-risk setfiles, run strict build_check with -EALabel and compile, then submit a new Codex review artifact. Do not advance on the existing binary.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/ce9ed220-8180-4178-b12e-9a3b00fe42d3.json"
"cf62861c-2bb3-40ec-8239-c12627e0a0a0","BLOCKED","BLOCKED","51","review_ea","QM5_34006","OWNER_noetig","yes","state retained","QM5_34006 review_ea","The current approved card still contains the mechanical contradiction or undefined core rule identified by review. Existing pending/running work is not interrupted, and pre-block PASS/FAIL rows do not repair card authority. (active_magic_rows=3; ex5_files=1; setfiles=3; spec_files=1; work_items_open=3; work_items_total=3)","Issue a corrected, closed-form card or a terminal rejection; if corrected, require Development to rebuild and Codex to re-review before any downstream evidence can be relied upon. Do not promote the current build, and do not interrupt active backtests.","C:\QM\repo\docs\ops\evidence\cf62861c_qm5_34006_gemini_build_codex_review_2026-08-17.md"
"d11e0983-bd3a-41be-9bbc-daeda4f4752a","BLOCKED","BLOCKED","51","review_ea","QM5_20089","echt_gated","yes","state retained","QM5_20089 review_ea","Live files still reproduce the review blocker: registry is pending or required SPEC/set/build evidence is absent, and no post-block gate row exists. (active_magic_rows=8; ex5_files=1; setfiles=0; spec_files=0; work_items_open=0; work_items_total=0)","Repair the exact review findings, complete governed registry activation where pending, add SPEC and fixed-risk setfiles, run strict build_check with -EALabel and compile, then submit a new Codex review artifact. Do not advance on the existing binary.","C:/QM/worktrees/codex-orchestration-1/artifacts/router_reviews/d11e0983-bd3a-41be-9bbc-daeda4f4752a.json"
"dfc248dc-ce63-4b55-bbfb-1ff701db0d91","BLOCKED","BLOCKED","51","review_ea","QM5_11302","echt_gated","yes","state retained","QM5_11302 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: SPEC gate and build-result smoke schema"". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","D:/QM/strategy_farm/artifacts/verdicts/codex_review_dfc248dc-ce63-4b55-bbfb-1ff701db0d91.json"
"efe9876c-ca5d-4405-ae94-65d804e3c715","BLOCKED","BLOCKED","51","review_ea","QM5_11301","echt_gated","yes","state retained","QM5_11301 review_ea","CLAUDE CLOSE: the reviewing agent already failed this item -- ""FAIL: SPEC gate and build-result smoke schema"". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","Retain the current non-ready state until the named evidence gate is satisfied, then re-audit.","D:/QM/strategy_farm/artifacts/verdicts/codex_review_efe9876c-ca5d-4405-ae94-65d804e3c715.json"
"fe1f8186-798a-41f7-8909-ecdaa522581a","BLOCKED","FAILED","51","review_ea","QM5_20070","tot","no","BLOCKED -> FAILED-final","QM5_20070 review_ea","FINAL_TERMINAL 2026-08-22: QM5_20070 is canonically retired; the failed review cannot be repaired or enqueued without a new OWNER disposition.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\worktrees\codex-orchestration-1\artifacts\router_reviews\fe1f8186-798a-41f7-8909-ecdaa522581a.json"
"00591d1c-f0ac-4b56-a18e-d25f70ef00f4","FAILED","FAILED","55","ops_issue","","tot","no","kept FAILED-final","Card-quality completion: target_symbols + trade-frequency + R-gates (2026-06-20)","backlog_triage 08-04: card-normalization era superseded by approve-card validator + card-quality process; residual bare-symbol cards get decided in the build-cohort triage","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\repo\docs\ops\evidence\00591d1c_card_quality_completion_2026-06-20.md"
"1b00f708-37d1-4a9d-b344-a051cde8c809","BLOCKED","BLOCKED","55","ops_issue","","OWNER_noetig","yes","state retained","FTMO M1 history bootstrap in FTMO_STREAM1/2 (serial - shared demo account)","CLAUDE CLOSE: the reviewing agent already failed this item -- ""BLOCKED: FTMO lanes verified complete; DXZ projections absent and latest pre-migration harvest kept 0/100k 2026 bars; calibration REFUSED. Await OWNER-authorized Custom-history isolation, then DXZ extraction/calibration."". Closing to BLOCKED so it stops occupying the review queue; the findings stand and must be repaired before any re-submission. Nothing downstream of this task may proceed on the strength of the build alone.","OWNER / Custom Symbol Governance: authorize isolated serial FTMO M1 bootstrap under shared-account constraints.","C:/QM/repo/docs/ops/evidence/2026-08-09_ftmo_m1_bootstrap_router_recheck.md"
"626975ca-2b3c-4a6b-8232-5b91c3703656","BLOCKED","BLOCKED","74","ops_issue","QM5_20096","echt_gated","yes","state retained","MNT-006 drain phase 2: row-2 canaries nach Row-1-Review + Re-Staging der 3 blockierten Klassen","Orchestrator close 2026-08-21 (Claude): BLOCKED on in-flight evidence, correctly. All three row-1 canaries are still pending and QM5_20096 additionally carries a documented EX5 binding mismatch, so authorising row 2 or a fanout would multiply an unverified state. DEFER_SEQUENCE is the right call in a sequential drain. UNBLOCK: three terminal canary verdicts plus a rebound EX5 for 20096 - the binding mismatch must be resolved before its canary counts, not after.","Retain BLOCKED until the phase-2 maintenance prerequisites and row-1 review are complete.","C:\QM\repo\docs\ops\evidence\2026-08-21_mnt006_drain_phase2_wait.md"
"aa3b2125-6d7d-442d-a570-dc42e4f0d83a","BLOCKED","FAILED","75","ops_issue","","tot","no","BLOCKED -> FAILED-final","Q09_NEWS-Backlog-Reruns unter v3: 24 Abort-Klasse + 9 Receipt-Klasse (rerun-only) + 7 Expanded-7x4-Arme","FINAL_SUPERSEDED 2026-08-22: the Q09 v3 runner contract landed and later task 14487282 owns the currently gated pilot/bulk-rerun sequence.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\repo\docs\ops\evidence\2026-08-21_q09_v3_backlog_reruns_blocked_aa3b2125.md"
"c010ccb7-a6ad-434c-9dfb-9e483f2b973b","BLOCKED","BLOCKED","75","ops_issue","QM5_20096","echt_gated","yes","state retained","MNT-020 runtime proof: QM5_20096 identity-bound rebuild + governed Q02 canary (OWNER-gated: recompile in active inventory = ROT)","Orchestrator close 2026-08-21 (Claude): BLOCKED, and the DEFER was the honest call - a safe-defer records unfinished work and must never take the APPROVED path. Substance: the rebuilt EX5 is preserved at 4a60bfcd (compile 0/0, build_check PASS, commit 421159586), but the pending canary 256846e2 still binds the omitted 531e8e75 bytes. The canary would therefore test a DIFFERENT binary than the one that was rebuilt, and MNT-020's own adjudication rule requires a SHA match - so its result would be unusable no matter how it comes out. This is the stale-binary class that has voided healthy backtests before. UNBLOCK CONDITION, precisely: rebind the canary to 4a60bfcd, or cancel it and enqueue a...","Reconcile the identity-bound artifact hash, then run the governed Q02 canary.","docs/ops/evidence/2026-08-21_mnt020_qm5_20096_rebuild_and_canary.md"
"b2bf2460-50f9-47e2-86cc-697d5c246e0d","BLOCKED","FAILED","76","ops_issue","QM5_10919","tot","no","BLOCKED -> FAILED-final","DL-089 Wave 1, batch 2 - the remaining 16 of 21 live-book EAs","FINAL_SUPERSEDED 2026-08-22: all 16 remaining DL-089 EAs now have exact governed compile work items pending. The former ad-hoc compile batch must not duplicate them.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\repo\docs\ops\evidence\2026-08-21_dl089_wave1_batch2_partial.md"
"a3ba2414-a8ae-4809-b1ba-3cc168649e00","BLOCKED","BLOCKED","78","ops_issue","","OWNER_noetig","yes","state retained","Enqueue the 304 built-but-never-gated EAs, one skip reason at a time","Orchestrator close 2026-08-21 (Claude): BLOCKED pending a decision I will not take on a heuristic. The dry run audited the refusals honestly and found 4 plausible authoritative registry backfills, with a persisted enqueue delta of 0 - i.e. nothing was enqueued on a guess, which is correct. Backfilling a registry row asserts what an EA IS; 'plausible' is not the standard, and today's separate finding (09291af2) already showed there is no governed backfill path at all. UNBLOCK: the governed retire/backfill transition commissioned as 62018dcc lands, then the 4 are resolved individually with evidence per row. commit f8a540234.","OWNER / Registry: authorize a safe legacy identity backfill or explicit retirement path; do not invent registry rows.","C:\QM\repo\docs\ops\evidence\2026-08-21_built_never_gated_skip_audit.md"
"61cfbaf3-a51d-437d-923c-a3eeff7f5116","BLOCKED","BLOCKED","80","ops_issue","","OWNER_noetig","yes","state retained","T5 tester rebuild: indicator engine dead (BarsCalculated=-1)","SAFE_DEFER accepted: T5 is isolated and its binaries match T1, with no registered rollback path. T5 PASS results remain usable; T5 FAIL stays unattributable.","OWNER: provide a maintenance window and proven rollback path before any T5 tester rebuild.","C:\QM\repo\docs\ops\evidence\2026-07-26_t5_indicator_engine_rebuild_preflight.md"
"7333402c-e538-4036-9aaa-e527f5943574","BLOCKED","FAILED","80","ops_issue","","tot","no","BLOCKED -> FAILED-final","MNT-006 drain: execute governed 10-row sequential Q02 canary probe over the stranded-pair repair classes (OWNER-gated)","FINAL_SUPERSEDED 2026-08-22: MNT-006 phase 1 completed and task 626975ca owns the gated phase-2 continuation. Re-running phase 1 would duplicate canaries.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","docs/ops/evidence/2026-08-21_mnt006_drain_phase1.md"
"813a5fe2-e18c-4aed-95ac-de9c6daf551f","BLOCKED","FAILED","80","ops_issue","","tot","no","BLOCKED -> FAILED-final","Fix qm_ea_id=9999 placeholder in 5 built EAs (real edges, stuck Q02 INFRA)","FINAL_COMPLETED 2026-08-22: placeholder repair commit 0163ee6d2 landed and the affected EAs have later Q02/deeper evidence. No repair work remains on this row.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","docs/ops/evidence/813a5fe2_qm_ea_id_placeholder_repair_2026-07-09.md"
"14487282-3868-43cb-b22d-00ea049de0b8","BLOCKED","BLOCKED","84","ops_issue","","echt_gated","yes","state retained","Q09_NEWS: 41 REVIEW_REQUIRED-Zeilen als Reruns unter dem reparierten Runner neu messen","BLOCKED (korrektes fail-closed Verhalten, kein Fehler): Gate nicht erfuellt - Pilot b2468d2e steht bei 16/40 Receipts ohne finales Aggregat. Die 41-Zeilen-Welle darf erst nach 40/40 + Review starten. Wiedervorlage durch Orchestrator-Loop bei Pilot-Abschluss.","Retain BLOCKED while governed Q09 pilot b2468d2e remains pending; decide only from the pilot evidence.","docs/ops/evidence/2026-08-22_q09_bulk_rerun_gate_14487282.md"
"71eba21c-e77c-40ca-96d5-d251ad8609f0","OPS_FIX_REQUIRED","OPS_FIX_REQUIRED","85","ops_issue","","OWNER_noetig","yes","state retained","Implement sparse active Custom-history contract (dual-forensics-approved fix)","Field regression after activation: 100% of post-sparse runs BARS_ZERO. Restore writes verified files (receipt 426779d9_T3: 108 restored, PASS_PRIVATIZED; files on disk confirmed) but the transient tester terminal serves 0 bars/0 ticks for the HOST symbol (T3 GBPUSD run log 15:25:49: '0 ticks, 0 bars generated', '0 Mb of tick data'). Working theory: MT5 mutable per-symbol cache/index (e.g. history/<sym>/cache, not manifest-covered, survives prune+restore) pins the pruned-empty state; restored archives are never re-scanned. Code reverted on branch (83c2f9865) but terminals remain physically pruned - old-code repair-first would need ~800GB private copies (D: has 326GB), so fix-forward is man...","OWNER: approve a catalog-lifecycle design and require real-terminal preactivation acceptance; restoring archive files alone is insufficient.","docs/ops/evidence/2026-08-15_sparse_active_custom_history_contract_implementation.md"
"68f6d518-a28d-4198-ba86-1f06e29212f5","BLOCKED","FAILED","88","ops_issue","QM5_13213","tot","no","BLOCKED -> FAILED-final","OPT-S0: QM5_13213 -> _opt-EA mit Pattern-Filter- und numerischen Inputs bauen (Pilot DL-089)","FINAL_SUPERSEDED 2026-08-22: QM5_41097 now has Q02 PASS and active/measured optimization census rows. The old pre-rollout compile hold is no longer an actionable task.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\repo\docs\ops\evidence\2026-08-21_opt_s0_ea_build.md"
"6e26c61f-321e-4313-ab96-b458d5746f0f","FAILED","FAILED","90","ops_issue","","tot","no","kept FAILED-final","Data-infra: NO_HISTORY/BARS_ZERO history-coverage gaps block bulk of backtests (2026-06-20)","backlog_triage 08-04: phantom delivery correctly REJECTED 06-20; underlying NO_HISTORY class since root-caused (cold-cache transient, do-not-reimport doctrine) and worker-retry fix delivered separately","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","D:\QM\reports\state\no_history_root_cause_2026-06-20.md"
"b7cd20bf-9d0c-4acb-af37-b0ca68f51522","BLOCKED","FAILED","90","triage_failure","QM5_20072","tot","no","BLOCKED -> FAILED-final","4h-box-frankfurt-london-r1-recovery","FINAL_SUPERSEDED 2026-08-22: selection was released; QM5_20072 subsequently recorded Q02 PASS and has later governed work. The old single recovery claim is obsolete.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:/QM/repo/docs/ops/evidence/2026-08-22_codex_nonready_task_triage.md"
"9743ea84-6685-4f5c-bae9-97d4fdb808b4","BLOCKED","FAILED","91","build_ea","","tot","no","BLOCKED -> FAILED-final","Triage and unblock the 25 build_ea tasks that failed preflight with zero governed magic rows and incomplete card bodies. Triage first with a FIXABLE/NEEDS-SOURCE/RETIRE disposit...","FINAL_OBSOLETE 2026-08-22: approved 25-build triage completed; four recoverable rows were handed to normal lanes and remaining rows need source/governance. Do not rerun the umbrella.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\repo\docs\ops\evidence\2026-07-27_unblock_25_builds.md"
"53f6ee0f-c585-40bc-a098-df3143e1acf7","BLOCKED","FAILED","93","build_ea","","tot","no","BLOCKED -> FAILED-final","Work off the 431 RECYCLE tasks. 411 are build_ea; of those 311 carry an ea_id, ALL 311 have source on disk, and only 12 have any completed work item - so ~299 EAs have real sour...","FINAL_OBSOLETE 2026-08-22: approved 431-row recycle audit completed; individual correction tasks own follow-through. Umbrella has no single EA binding and must not re-enter the build lane.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:\QM\repo\docs\ops\evidence\2026-07-27_recycle_backlog_worked.md"
"268d88ed-eec5-499c-801b-e14a3bc7ff95","OPS_FIX_REQUIRED","FAILED","95","ops_issue","QM5_1116","tot","no","OPS_FIX_REQUIRED -> FAILED-final","QM5_1116 ops_issue","FINAL_SUPERSEDED 2026-08-22: follow-up d20eb901 restored Q07 recovery scope, proved a production replacement row, and passed review. The OPS fix is complete.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:/QM/repo/docs/ops/evidence/268d88ed_q07_zero_seed_outlier_guard_2026-08-17.md"
"27143c34-0501-41b4-82cf-bab05cd82edc","BLOCKED","BLOCKED","95","triage_failure","QM5_10001","OWNER_noetig","yes","state retained","QM5_10001 FX Q02 hot-path infra recovery and re-enqueue","REQUEUE_EXCLUDED: QM5_10001 is listed in requeue_excluded_eas.txt; no override under operating rule 15","OWNER: decide the requeue-exclusion policy for QM5_10001 before any requeue.","C:/QM/repo/docs/ops/evidence/2026-08-22_codex_nonready_task_triage.md"
"076c4a69-79c6-4b41-9034-37a895783719","BLOCKED","BLOCKED","98","triage_failure","QM5_1229","echt_gated","yes","state retained","QM5_1229 triage_failure","BLOCKED_CAPACITY","Defer until factory CPU headroom exists; do not interrupt active tester work.","C:\QM\repo\docs\ops\evidence\2026-08-18_qm5_1229_eurchf_q02_history_isolation_capacity_stop.md"
"32d9b93a-18eb-41e9-bf09-242419686fd0","BLOCKED","BLOCKED","98","triage_failure","QM5_1236","echt_gated","yes","state retained","Recover QM5_1236 EURUSD.DWX D1 Q02 after pre-isolation NO_HISTORY","BLOCKED_CAPACITY: QM5_1236 EURUSD.DWX D1 Q02 history-only recovery is diagnosed and artifact-exact, but no retry was enqueued because governed active=7/7 and five-sample host CPU max=100.0% (avg=98.5%); evidence committed, claim released for a fresh capacity-clear retry.","Defer until factory CPU headroom exists; do not interrupt active tester work.","docs/ops/evidence/2026-08-18_qm5_1236_eurusd_q02_history_isolation_capacity_stop.md"
"51c83e3f-0601-4f27-83ab-af98eecc1280","BLOCKED","BLOCKED","98","build_ea","QM5_11561","OWNER_noetig","yes","state retained","singh-good-morning-asia-d1-usdjpy","Q01_PASS_Q02_REFUSED_REQUEUE_EXCLUDED_HIGH_FREQUENCY","OWNER: decide the low-frequency mission exception or exclusion before Q02.","C:\QM\repo\docs\ops\evidence\2026-08-05_qm5_11561_fx_build_q02_exclusion.md"
"a4cb6cc1-5e42-4a2e-94f9-4544826ecad4","FAILED","FAILED","98","ops_issue","QM5_20180","tot","no","kept FAILED-final","claim_atomic ignores disabled_terminals.txt (only the supervisor reads it, at spawn), so a running worker keeps claiming work and no terminal can be reserved for ad-hoc evaluati...","backlog_triage 08-04: WITHDRAWN by requester (premise false - terminal reservation already honoured at claim time per own verdict); no work owed","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:/QM/repo/docs/ops/evidence/2026-07-27_terminal_reservation.md"
"4a2a9fab-6d9a-4ded-9daa-76b82026e34d","FAILED","FAILED","1000","q02_infra_repair","QM5_1058","tot","no","kept FAILED-final","QM5_1058 Gatev FX pairs Q02 ONINIT/stale-binary recovery","SELECTION_ABORTED_DUPLICATE: EA-level audit found logical basket Q02-Q07 PASS and Q08 FAIL_HARD; stale single-leg INFRA row must not be re-enqueued.","Keep FAILED-final; do not requeue absent a new OWNER-authorized contract with fresh evidence.","C:/QM/repo/docs/ops/evidence/2026-08-22_codex_nonready_task_triage.md"
