ea_id,slug,registry_created_at,registry_owner,evidence_class,action,magic_rows,reason
QM5_11633,fps-ema10-25-50-psar-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11637,robo-ema-fan-ribbon-m1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11644,robo-day-hour-macd12120-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11645,robo-sma13-26-100-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11647,h4-macd5131-ma5cascade,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11648,gbpjpy-bb50-triple-dev-m1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11649,trix14-zero-cross,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11650,sma5-sma20-m15-scalp,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11651,rsi14-80-20-m15-counter,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11652,nikh-adx-rsi,2026-05-24,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11653,nikh-bb-kc-rsi,2026-05-24,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11654,nikh-bb-stoch,2026-05-24,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11655,nikh-stoch-macd,2026-05-24,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11656,nikh-wr-macd,2026-05-24,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11667,pivots-ema9-18-macd-m5,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11668,jody-123-pattern-reversal-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11669,robles-ema50-willr-continuation-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11677,tc-h1-s15-ema5-21-rsi-candle,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11681,tc-h1-s1-sma3-ema50-stoch-macd,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11683,tc-h1-s13-ema5-10-rsi10,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11684,tc-h1-s14-ema5-13-62-macd,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11686,tc-h1-s3-ema6-23-stoch-macd,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11687,tc-h1-s5-smma55-wr55-stoch,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11691,strat-ma-x,2026-05-24,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11694,tc-h1-s2-sma9-100,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11695,tc-h1-s4-ha-sma14-osma-momentum-rsi,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11696,pl-weekly-engulfing-w1-sr,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1170,qp-wti-brent-spread,2026-05-17,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11703,janus-100pips-daily-range-breakout,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11706,anon-parallel-motion-abcd,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11707,anon-channel-scalp-pivot,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11710,anon-h4-macd513-zeroline-bounce,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11711,blade-m5-zone-scalp,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11712,blade-h4-breakout-retrace,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11717,tc-m5-s1-macd-stoch-ema5co,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11718,tc-m5-s3-bb-stoch-breakout,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1172,qp-eafe-spy-roc-spread,2026-05-17,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11723,tc-m5-s10-ema-cci-cross,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11727,tc-m5-s14-wma-sma-stoch-rsi-macd,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11732,tc-m5-s9-ema50-100-macd,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_1174,qp-em-sp500-roc-spread,2026-05-17,Research,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11746,rfs-ema-adx-macd-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11747,rfs-midnight-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11756,davey-mean-reversion-lowvol-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11757,davey-donchian-close-breakout-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11758,davey-dueling-momentum-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11761,stoch-sma70-scalp-m1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11762,100pips-daily-range-breakout-usdjpy,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11763,macd-trender-psar-atr-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11771,tc-tf-s7-ema24-stoch-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11772,tc-tf-s8-ema411-adx-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11773,tc-tf-s9-macd3916-adx-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11774,tc-tf-s10-sma315-macd-adx-dpo-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11775,tc-tf-s11-adx-prevday-breakout-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11777,tc-tf-s13-sma150-stoch-rsi3-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11778,tc-tf-s16-ema721-pullback-any,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11779,tc-tf-s17-ema18-adx12-pullback,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11786,micro-ema3-bb18-macd-rsi-m1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11787,intraday-pivots-ema918-macd-m5,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11788,carter-h1-s2-sma9100-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11794,fin-keltner10,2026-05-24,Research,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_11795,fin-bb10,2026-05-24,Research,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_11796,fin-macd,2026-05-24,Research,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_11797,fin-rsi14,2026-05-24,Research,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_11798,fin-wr14,2026-05-24,Research,NO_CARD_ANYWHERE,RETIRE,0,"RETIRE: id was reserved before the current card process (316 of 321 date from 2026-05, 260 owned by the retired ""DeepSeek"" provenance) and no card exists in any pool; nothing is lost by retiring it because no strategy was ever written."
QM5_11817,carter-m5-s4-bb20-mid-slope-m5,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11826,carter-m5-s16-adx-wma5-sma11-psar-m5,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11832,scalp-sma101550-m5,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11833,robo-ema510-stoch1433-rsi14-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11849,range-breakout-24h-usdjpy,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11854,xtreme-fade-bb-adx-m15,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11855,blade-m5-ema-zone-scalp-alt-b,2026-05-24,claude,CARD_REJECTED,INVESTIGATE,0,INVESTIGATE: registry slug is a variant of the rejected card slug (e.g. -alt-a). Decide per id whether the variant was ever a separate strategy.
QM5_11856,blade-4h-ema30-breakout-retrace,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11858,psar-ao-ac-triple-confluence,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11859,kobas-ema5-10-15-65-macd,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11860,macd-stoch-m1-scalp,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11861,london-open-range-fade,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11862,smma5-lwma144-fractal-m5,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11863,sma10-15-50-cross-m5-scalp,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11864,ichimoku-5line-alignment-d1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11866,multi-tf-candle-color-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11876,gbpjpy-triple-bb50-fade,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11877,ema5-13-cross-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11878,macd-5-13-1-zero-cross-h4,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11883,blade-h4-double-top-breakout-retest,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11884,blade-macd-divergence-stoch-trigger,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11885,fps-ema-stack-parabolic-sar-h1,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11890,big-ben-london-breakout-fade,2026-05-24,claude,CARD_REJECTED,RETIRE,0,"RETIRE: card carries a terminal g0_status REJECTED with an explicit g0_rejection_reason; the registry slug still matches that card (the id was never re-purposed); no EA directory, no work_items, no magic rows."
QM5_11917,el-d1-t14-simons-leadlag,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11918,el-d1-t5-bond-convergence,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11919,el-d2-t6-cb-exp-gap,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11920,el-d1-t7-vol-premium,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11921,rb-range-breakout,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11922,rb-go-long,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11923,rb-turnaround-tue,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11924,rb-mean-reversion,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11925,rb-open-scalp,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11926,rb-rsi-ma-filter,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11927,rb-atr-candle-break,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11928,rb-crypto-prev-day,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11929,sts-3wicks-reversal,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11930,carver-ewm-volat,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11931,qp-spy-overnight-gap,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11932,ff-tms-big-e,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11933,ff-holo-tooslow,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11934,ff-nel-4h-macd,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11935,ff-sonic-r,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11936,ff-millipede-pipeasy,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11937,ff-agnew-h1-break,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11938,ff-paulus-4h-trend,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11939,ff-j16-pin-rejection,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11940,ff-two-stroke-chow,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11941,ff-inst-code-levels,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11942,ff-10gmt-ema50,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
QM5_11943,ff-wae-explosion,2026-05-26,Research,CARD_review,ADJUDICATE,0,ADJUDICATE: a card sits in cards_review and was never given a G0 decision. Needs approve or reject with a reason - not a registry edit.
