id,ea,symbol,phase,verdict,verdict_taxonomy,verdict_reason,class,subclass,journal_deals,logger_entries,shell_runs,complete_runs,n_runs,summary_all_zero,max_trades,highest_contiguous_valid_gate,cohort_pre0803,q11_contiguous,moot,newest_newer_id,newest_newer_phase,newest_newer_verdict,note
2436c6b7-1330-43dc-b4c0-cfceda684973,QM5_37007,AUDUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,5,,False,False,False,,,,"EA traded 5 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
ce0fde12-1f21-4dab-a31e-9c59c3bff557,QM5_37007,EURUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,11,,False,False,False,,,,"EA traded 11 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
6a6baa9b-ba1a-4931-b736-baa136eb6d0c,QM5_37007,NZDUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,8,,False,False,False,,,,"EA traded 8 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
a79f7351-b305-45d1-b2aa-73c18cd2a2ff,QM5_37007,USDCAD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,9,,False,False,False,,,,"EA traded 9 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
37f1d7e0-c7d2-43e8-b276-1579069f1773,QM5_38003,EURUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
60cde14d-6d7a-4024-990b-79a582c4b373,QM5_41014,QM5_41014_XTI_XNG_THU_RV_D1,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
58861191-13d9-4170-aa93-82de7aba2b9d,QM5_41015,QM5_41015_XTI_XNG_TUE_RV_D1,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
52032468-6d7e-46ac-a46a-310185ddf5cd,QM5_41016,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
7eb89f24-8be4-49a0-8b94-5501e124f059,QM5_41017,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
5a4a93ac-0a38-4e71-a12e-298609ee2449,QM5_41018,QM5_41018_XTI_XNG_WED_RV_D1,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
d23c5d11-4bd5-409f-9927-ab9683dbee15,QM5_41021,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
0ad6c59b-3f81-4501-a996-bd1a7c7e01fb,QM5_41026,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,21,,False,False,False,,,,"EA traded 21 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
6c8f3dd6-7d8c-4400-8c74-7f6cc754db29,QM5_41035,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,20,,False,False,False,,,,"EA traded 20 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
ba6d6d6d-4ce6-4979-ab0a-45ddf1fab1bf,QM5_41036,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,20,,False,False,False,,,,"EA traded 20 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
5b14781d-cb89-4543-9d4d-65d5ef424bde,QM5_41049,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,6,,False,False,False,,,,"EA traded 6 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
361c05ab-66d0-4613-94d4-933278d9972b,QM5_41055,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
4150215d-3c1b-4518-af57-b1610f1ab6e9,QM5_41059,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
e298b33f-555e-49bd-ba45-e5a9b56bd272,QM5_41063,XNGUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,20,,False,False,False,,,,"EA traded 20 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
e5d1dfa2-a198-4769-9a41-f9c99e7d191a,QM5_41064,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
e66025e3-b4bf-4e7d-aeba-19f9871e7d1d,QM5_41072,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,10,,False,False,False,,,,"EA traded 10 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
fd4efd6e-112d-4c2f-ae1c-8e0af970be48,QM5_41073,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,11,,False,False,False,,,,"EA traded 11 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
b5864e8a-30fd-47c8-9873-6a82a4369aec,QM5_41082,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,8,,False,False,False,,,,"EA traded 8 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
bf1dfee8-add9-481a-93c1-568314f1c5b3,QM5_41088,QM5_41088_XAU_XAG_WCLVDIV_RV_D1,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,8,,False,False,False,,,,"EA traded 8 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
1d772581-dfc4-42d1-a04a-710766faed2e,QM5_41091,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
1c0dcc3a-69cf-46dc-96fb-e8f111c949ac,QM5_41092,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
be766bd9-7310-45bc-8cbc-c2fdbe90b00b,QM5_41093,XTIUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
898dac1d-db74-474c-a874-8d9c8bf0b11d,QM5_41094,XNGUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,GENUINE_ZERO,,0,0,0,1,1,True,0,,False,False,False,,,,"complete report (deposit>0), 0 deals; journal_purged=True logger_entries=0"
b4177689-eff9-4d4c-8f6d-6daa853f1584,QM5_41191,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
11d1fedc-5392-4da5-93ac-209696cdb46e,QM5_41199,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=20 -> genuine economic FAIL, not a zero"
ef66984a-2402-4fe4-89c7-2f3394891312,QM5_41202,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
60f186f8-2c34-4099-a6c7-f6e5e5d889a8,QM5_41211,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,1,,False,False,False,,,,"EA traded 1 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
0215220b-5b0b-4a4c-8983-e5c8f77c9f68,QM5_41212,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,1,,False,False,False,,,,"EA traded 1 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
3a1feed2-2d5c-4b21-82f8-815e62aa1bc2,QM5_41215,NDX.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
d27038b7-2110-45e0-8a36-ecf116c697d2,QM5_41216,XAUUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
511a1c64-6577-4fc5-9bba-9f6b6d72ba43,QM5_41217,GDAXI.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
7aa6cce0-e06a-4a7c-838d-e0a23a4767ac,QM5_41218,EURUSD.DWX,Q02,FAIL,strategy,P2_PRESCREEN_run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=5 -> genuine economic FAIL, not a zero"
6e56c36c-135d-4abc-a3d1-aa3f61c74f2c,QM5_41223,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
e01180be-9a1c-4fe9-a183-30814f79b09d,QM5_41227,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
40be5958-ce3c-4d3e-9534-0499da85cad4,QM5_41228,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=20 -> genuine economic FAIL, not a zero"
a2d52206-0033-4ef5-854b-a76e282da753,QM5_41229,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
7d1d8bce-8dec-4d14-acd9-93fa8bfcfb7a,QM5_41230,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=10 -> genuine economic FAIL, not a zero"
942dd5e9-b923-4732-b6a4-9176cfa8e37f,QM5_41231,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
63d41957-2762-49ea-8a35-60960c3f899b,QM5_41232,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
e4d8adc1-5c06-4cdd-81dc-11331d786e86,QM5_41233,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
313a6f99-9730-4563-88d7-55866782c4f9,QM5_41238,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=15 -> genuine economic FAIL, not a zero"
5ca5cc87-bd67-40fe-9970-0e382ba53155,QM5_41239,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,2,,False,False,False,,,,"EA traded 2 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
61aa2e78-4f80-49f3-b4a0-437d013e40d7,QM5_41249,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,17,,False,False,False,,,,"EA traded 17 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
fc9d1764-2071-4b1c-9602-ed0302366985,QM5_41250,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,20,,False,False,False,,,,"EA traded 20 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
dea73845-8c1a-4395-b940-585581c86aa9,QM5_41251,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,18,,False,False,False,,,,"EA traded 18 (max across 1 run(s)); complete report; below min_trades=20 -> genuine economic FAIL, not a zero"
274bb48e-2444-40c1-aa64-750bb38e2239,QM5_41253,GBPUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,4,,False,False,False,,,,"EA traded 4 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
521db984-5d65-4292-9f6a-15febc46a89a,QM5_41264,XTIUSD.DWX,Q02,FAIL,strategy,MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,19,,False,False,False,,,,"EA traded 19 (max across 1 run(s)); complete report; below min_trades=10 -> genuine economic FAIL, not a zero"
2a367105-aaa8-4458-a559-ec0b59eeddd4,QM5_41266,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,20,,False,False,False,,,,"EA traded 20 (max across 1 run(s)); complete report; below min_trades=25 -> genuine economic FAIL, not a zero"
d6ba6cdf-4d4e-4eb4-8c22-5c0474d393df,QM5_41267,XTIUSD.DWX,Q02,FAIL,strategy,MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,24,,False,False,False,,,,"EA traded 24 (max across 1 run(s)); complete report; below min_trades=10 -> genuine economic FAIL, not a zero"
7c2e0cec-5209-4109-9b86-a39b9bdd39fe,QM5_41271,XTIUSD.DWX,Q02,FAIL,strategy,MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,23,,False,False,False,,,,"EA traded 23 (max across 1 run(s)); complete report; below min_trades=10 -> genuine economic FAIL, not a zero"
efdc8b9c-074f-4118-9056-efee11110655,QM5_41284,XTIUSD.DWX,Q02,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,OTHER,BELOW_FLOOR_GENUINE,,,0,0,1,False,18,,False,False,False,,,,"EA traded 18 (max across 1 run(s)); complete report; below min_trades=20 -> genuine economic FAIL, not a zero"
ca9d4956-a17a-4b83-a396-513d25e087e1,QM5_11881,NZDUSD.DWX,Q03,FAIL,strategy,run_smoke_fail:MIN_TRADES_NOT_MET,EVIDENCE_PURGED,,,,0,0,0,False,,Q02,False,False,True,787b6541-b4de-4976-84b0-1ab6dc56e62c,Q04,FAIL,no summary.json; report_root contains only an empty directory skeleton (all evidence files purged)
3bdd427b-ad1a-4da8-86ab-e93f5249d1c7,QM5_12938,USDJPY.DWX,Q03,FAIL,open,run_smoke_fail:MIN_TRADES_NOT_MET,EVIDENCE_PURGED,,,,0,0,0,False,,Q02,False,False,True,a32ac64b-d3b8-4e90-b57f-ef2a6eae1774,Q04,FAIL,no summary.json; report_root contains only an empty directory skeleton (all evidence files purged)
bd1a53f5-3410-451d-8f42-52197789973f,QM5_1537,GDAXI.DWX,Q02,INVALID,invalid,summary_missing:deterministic_token,OTHER,EMPTY_RUN_NO_MODELING,0,0,0,0,3,True,0,,False,False,True,a54ccc5c-544a-472d-813e-30fc95054e5f,Q02,RETIRE,"all 3 report(s) Bars=0 (no tick modeling); deposit=0 -> dead/empty run, not a backtest zero (outside harness shell-race, which needs Bars>0). reason=summary_missing:deterministic_token"
d6165caf-abc9-4fcb-b7e6-e6882b1782fa,QM5_1537,XAGUSD.DWX,Q02,ZERO_TRADES,strategy,Q02_ZERO_TRADES,OTHER,SHELL_UNVERIFIABLE,0,0,1,0,3,True,0,Q14,False,False,True,af09850e-2c55-59dc-9744-19716b3c4e2d,Q09_NEWS,,shell report(s) 1/3 (deposit=0/symbols=0/bars>0) + 2 empty(bars=0) run(s) but NO journal AND no run-complete logger -> trade occurrence unverifiable (confirming evidence purged)
