currency,event,month,reason,affected_symbol_examples,pre30_post30_potential_underblock_minutes_upper_bound,followup
EUR,ECB President Lagarde Speech,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2022-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2022-12,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2022-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-02,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-03,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-05,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-06,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-07,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-08,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-09,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-09,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-10,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-10,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-11,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2023-12,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2023-12,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2024-01,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2024-01,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2024-02,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2024-03,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2024-03,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2024-04,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-04,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,GDP q/q,2024-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2024-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-05,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Deposit Facility Rate Decision,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Interest Rate Decision,2024-06,UNCONFIRMED_RATE,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB Monetary Policy Press Conference,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,Consumer Price Expectations,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,EU Leaders Summit,2024-06,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,ECB President Lagarde Speech,2024-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
EUR,CPI y/y,2024-07,NONRATE_SCOPE_GAP,GDAXI;EURUSD,60,E2_AND_E4
